like1_1,parlr_T,parlr_RRR,parlr_RH,parRRR_factor,paralb_ice,paralb_snow,paralb_firn,paralbedo_aging,paralbedo_depth,simulation1_1,simulation1_2,simulation1_3,simulation1_4,simulation1_5,simulation1_6,simulation1_7,simulation1_8,simulation1_9,simulation1_10,simulation1_11,simulation1_12,simulation1_13,simulation1_14,simulation1_15,simulation1_16,simulation1_17,simulation1_18,simulation1_19,simulation1_20,simulation1_21,simulation1_22,simulation1_23,simulation1_24,simulation1_25,simulation1_26,simulation1_27,simulation1_28,simulation1_29,simulation1_30,simulation1_31,simulation1_32,simulation1_33,simulation1_34,simulation1_35,simulation1_36,simulation1_37,simulation1_38,simulation1_39,simulation1_40,simulation1_41,simulation1_42,simulation1_43,simulation1_44,simulation1_45,simulation1_46,simulation1_47,simulation1_48,simulation1_49,simulation1_50,simulation1_51,simulation1_52,simulation1_53,simulation1_54,simulation1_55,simulation1_56,simulation1_57,simulation1_58,simulation1_59,simulation1_60,simulation1_61,simulation1_62,simulation1_63,simulation1_64,simulation1_65,simulation1_66,simulation1_67,simulation1_68,simulation1_69,simulation1_70,simulation1_71,simulation1_72,simulation1_73,simulation1_74,simulation1_75,simulation1_76,simulation1_77,simulation1_78,simulation1_79,simulation1_80,simulation1_81,simulation1_82,simulation1_83,simulation1_84,simulation1_85,simulation1_86,simulation1_87,simulation1_88,simulation1_89,simulation1_90,simulation1_91,simulation1_92,simulation1_93,simulation1_94,simulation1_95,simulation1_96,simulation1_97,simulation1_98,simulation1_99,simulation1_100,simulation1_101,simulation1_102,simulation1_103,simulation1_104,simulation1_105,simulation1_106,simulation1_107,simulation1_108,simulation1_109,simulation1_110,simulation1_111,simulation1_112,simulation1_113,simulation1_114,simulation1_115,simulation1_116,simulation1_117,simulation1_118,simulation1_119,simulation1_120,simulation1_121,simulation1_122,simulation1_123,simulation1_124,simulation1_125,simulation1_126,simulation1_127,simulation1_128,simulation1_129,simulation1_130,simulation1_131,simulation1_132,simulation1_133,simulation1_134,simulation1_135,simulation1_136,simulation1_137,simulation1_138,simulation1_139,simulation1_140,simulation1_141,simulation1_142,simulation1_143,simulation1_144,simulation1_145,simulation1_146,simulation1_147,simulation1_148,simulation1_149,simulation1_150,simulation1_151,simulation1_152,simulation1_153,simulation1_154,simulation1_155,simulation1_156,simulation1_157,simulation1_158,simulation1_159,simulation1_160,simulation1_161,simulation1_162,simulation1_163,simulation1_164,simulation1_165,simulation1_166,simulation1_167,simulation1_168,simulation1_169,simulation1_170,simulation1_171,simulation1_172,simulation1_173,simulation1_174,simulation1_175,simulation1_176,simulation1_177,simulation1_178,simulation1_179,simulation1_180,simulation1_181,simulation1_182,simulation1_183,simulation1_184,simulation1_185,simulation1_186,simulation1_187,simulation1_188,simulation1_189,simulation1_190,simulation1_191,simulation1_192,simulation1_193,simulation1_194,simulation1_195,simulation1_196,simulation1_197,simulation1_198,simulation2_1,chain
-2.635,-0.00708,0.0001401,0.05362,1.212,0.2925,0.8354,0.5396,7.5,4.32,0.0,0.0,0.0,0.0,0.0,0.1681,0.2527,0.3362,0.3584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1396,0.2141,0.2715,0.3127,0.3584,0.3584,0.3584,0.2104,0.0,0.0,0.0,0.1573,0.1592,0.3584,0.3584,0.2397,0.392,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2747,0.3025,0.3157,0.392,0.3372,0.392,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1815,0.1871,0.2141,0.256,0.3315,0.392,0.392,0.392,0.3953,0.0,0.4026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1173,0.1871,0.2207,0.3372,0.3892,0.4026,0.4026,0.09216,0.2104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.256,0.3845,0.4026,0.4026,0.3567,0.4026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1173,0.1815,0.256,0.3875,0.392,0.4026,0.4026,0.4026,0.4102,0.412,0.412,0.412,0.2104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08936,0.1663,0.2188,0.3157,0.412,0.352,0.412,0.412,0.081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666,0.256,0.3372,0.3687,0.392,0.3157,0.412,0.421,0.2896,0.421,0.2673,0.0,0.0,0.0,0.0,-0.285,1.0
-2.635,-0.00738,3.594e-05,0.02156,1.36,0.3245,0.8022,0.4155,14.14,4.266,0.0,0.0,0.0,0.0,0.0,0.1494,0.2462,0.3464,0.3567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09216,0.1871,0.2462,0.2896,0.352,0.3584,0.2374,0.1881,0.0,0.0,0.0,0.0,0.0,0.3584,0.3584,0.2328,0.3892,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2341,0.2705,0.2896,0.392,0.326,0.3906,0.3906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0712,0.1285,0.1769,0.2239,0.3157,0.3845,0.3906,0.3953,0.3953,0.0,0.3953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0712,0.1573,0.2141,0.3362,0.3584,0.3953,0.4026,0.081,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2207,0.3584,0.4026,0.4026,0.3157,0.412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1494,0.2207,0.3752,0.3892,0.4026,0.412,0.412,0.412,0.412,0.412,0.3967,0.0666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.155,0.1871,0.2673,0.4102,0.3157,0.4226,0.4255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2207,0.3157,0.3584,0.392,0.3127,0.4255,0.4255,0.2207,0.3845,0.10706,0.0,0.0,0.0,0.0,-0.2646,1.0
-2.639,-0.006935,7.373e-05,0.05127,1.163,0.2888,0.7896,0.5034,21.06,3.64,0.0,0.0,0.0,0.0,0.0,0.1173,0.2412,0.3157,0.3315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1871,0.2462,0.2896,0.347,0.3584,0.3567,0.2104,0.0,0.0,0.0,0.0,0.0712,0.3584,0.3584,0.2397,0.3845,0.3845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2207,0.256,0.2896,0.3845,0.3372,0.3845,0.3845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666,0.08936,0.2151,0.2896,0.3567,0.3845,0.3845,0.3845,0.0,0.3845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1583,0.2141,0.3362,0.3584,0.3845,0.3845,0.081,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2151,0.3594,0.3845,0.3845,0.3567,0.3892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1494,0.2207,0.3855,0.3892,0.3892,0.3892,0.3892,0.3906,0.3906,0.3906,0.387,0.1024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1173,0.1663,0.2207,0.392,0.3562,0.392,0.3906,0.081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2207,0.3157,0.3687,0.3906,0.3157,0.3906,0.3906,0.2673,0.3906,0.2374,0.0,0.0,0.0,0.0,-0.2617,1.0
-2.637,-0.007305,2.18e-05,0.02939,1.39,0.298,0.7812,0.4978,12.88,3.658,0.0,0.0,0.0,0.0,0.0,0.1285,0.2435,0.3315,0.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1815,0.2435,0.2896,0.3362,0.3584,0.2104,0.1881,0.0,0.0,0.0,0.0,0.0,0.352,0.3584,0.2328,0.3845,0.3845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2207,0.2505,0.2896,0.3845,0.3174,0.3906,0.3906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0712,0.1285,0.2207,0.3074,0.3584,0.3906,0.3906,0.3906,0.0,0.3953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1406,0.2141,0.3315,0.3584,0.3953,0.3953,0.0712,0.0666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2151,0.3562,0.3953,0.3953,0.3157,0.3953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1285,0.2151,0.3584,0.3892,0.3953,0.3953,0.3953,0.4026,0.412,0.412,0.2983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08936,0.1681,0.2239,0.392,0.3127,0.412,0.412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2151,0.3074,0.3562,0.3892,0.3127,0.412,0.412,0.2141,0.3557,0.0666,0.0,0.0,0.0,0.0,-0.2742,1.0
-2.621,-0.0068,5.17e-05,0.03072,1.133,0.337,0.813,0.4277,18.89,4.023,0.0,0.0,0.0,0.0,0.0,0.1406,0.2462,0.3362,0.3584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09216,0.2043,0.2527,0.2896,0.3594,0.3845,0.365,0.2104,0.0,0.0,0.0,0.0712,0.08936,0.3752,0.3845,0.2328,0.3892,0.3892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2239,0.2705,0.3025,0.3892,0.3372,0.3906,0.3906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0712,0.1173,0.1573,0.2207,0.2896,0.3752,0.3906,0.3906,0.3906,0.0,0.3906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1573,0.2141,0.3362,0.3584,0.3953,0.3953,0.081,0.2104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2207,0.3752,0.3953,0.4026,0.3567,0.4026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0712,0.1494,0.2207,0.3901,0.3928,0.4026,0.4026,0.4026,0.4026,0.4026,0.4026,0.4026,0.1648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1471,0.1815,0.2673,0.4026,0.3584,0.412,0.412,0.0712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2207,0.3362,0.3752,0.4026,0.3157,0.412,0.412,0.2896,0.4026,0.2104,0.0,0.0,0.0,0.0,-0.3,1.0
-2.643,-0.00531,0.0001757,0.0556,1.126,0.2786,0.887,0.4497,8.77,3.217,0.0,0.0,0.0,0.0,0.0,0.1243,0.2188,0.3074,0.3315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081,0.1681,0.2253,0.2732,0.3362,0.3584,0.0666,0.2104,0.0,0.0,0.0666,0.2188,0.1122,0.3584,0.3594,0.1815,0.3845,0.3845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2341,0.2527,0.2896,0.3845,0.3174,0.392,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1285,0.0,0.1871,0.2151,0.2896,0.392,0.392,0.392,0.392,0.0,0.4026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1815,0.3193,0.3584,0.4026,0.4026,0.0,0.2104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2397,0.3584,0.4026,0.4026,0.3716,0.4026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666,0.1406,0.2412,0.3875,0.4014,0.4014,0.4026,0.412,0.412,0.412,0.421,0.08844,0.0666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1396,0.2141,0.3562,0.421,0.3584,0.4292,0.4292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2207,0.3567,0.3584,0.392,0.29,0.4292,0.4312,0.1815,0.3845,0.2207,0.0,0.0,0.0,0.0,-0.292,1.0
-2.633,-0.007153,0.00011367,0.02216,1.242,0.1962,0.8423,0.5244,8.59,4.344,0.0,0.0,0.0,0.0,0.0,0.1663,0.2487,0.3213,0.3315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1243,0.2043,0.2487,0.2896,0.3315,0.3567,0.3567,0.3562,0.0712,0.0,0.0,0.1173,0.1663,0.3567,0.3567,0.2397,0.3584,0.3584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.256,0.2747,0.3025,0.3584,0.3315,0.3594,0.3594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1583,0.1681,0.1871,0.2412,0.3074,0.3584,0.3594,0.3594,0.3845,0.0,0.3845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081,0.1681,0.2141,0.3362,0.347,0.3845,0.3845,0.09216,0.2374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2397,0.3594,0.3845,0.3845,0.3584,0.3845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09076,0.1681,0.2341,0.3584,0.3845,0.3845,0.3855,0.3855,0.3892,0.392,0.392,0.392,0.3315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09076,0.1592,0.2188,0.2896,0.392,0.3372,0.392,0.392,0.081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0712,0.2341,0.3157,0.3687,0.3855,0.3157,0.392,0.392,0.3372,0.392,0.3372,0.0,0.0,0.0,0.0,-0.268,1.0
-2.64,-0.00508,0.000117,0.01791,1.167,0.335,0.84,0.5674,6.5,3.55,0.0,0.0,0.0,0.0,0.0,0.09076,0.2207,0.3157,0.3372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0712,0.1918,0.2412,0.2896,0.352,0.3567,0.2374,0.1881,0.0,0.0,0.0,0.1173,0.081,0.3584,0.3584,0.175,0.3845,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2207,0.2673,0.3157,0.392,0.3157,0.3906,0.3906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095,0.1406,0.1815,0.2207,0.3157,0.392,0.3906,0.3906,0.3906,0.0,0.4026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1406,0.1992,0.3213,0.3892,0.4026,0.4026,0.0,0.2104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2207,0.3594,0.4026,0.4026,0.3315,0.412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1396,0.2207,0.3855,0.3953,0.412,0.412,0.412,0.412,0.412,0.412,0.3132,0.0666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09216,0.2141,0.2673,0.412,0.3372,0.421,0.4226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2239,0.3213,0.3567,0.392,0.2747,0.4226,0.4226,0.2151,0.37,0.2151,0.0,0.0,0.0,0.0,-0.2822,1.0
-2.646,-0.0073,9.43e-05,0.02937,1.233,0.3413,0.8022,0.4407,16.61,3.338,0.0,0.0,0.0,0.0,0.0,0.1815,0.2747,0.3547,0.3584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1355,0.2141,0.2776,0.3074,0.3584,0.3584,0.2374,0.2104,0.0,0.0,0.0,0.081,0.1406,0.3584,0.3584,0.2397,0.3892,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.256,0.2896,0.3157,0.392,0.3372,0.392,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1396,0.1681,0.1871,0.256,0.3157,0.3845,0.392,0.392,0.392,0.0,0.3953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1173,0.1871,0.2151,0.3372,0.3594,0.3953,0.3953,0.09216,0.10706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2412,0.3594,0.3953,0.4026,0.347,0.4026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1285,0.1815,0.256,0.3845,0.392,0.4026,0.4026,0.4026,0.4102,0.412,0.412,0.2983,0.0666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081,0.1592,0.2188,0.3074,0.412,0.3389,0.412,0.412,0.081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0712,0.256,0.3362,0.3687,0.392,0.3157,0.412,0.421,0.2207,0.3584,0.2151,0.0,0.0,0.0,0.0,-0.2283,1.0
-2.658,-0.00737,7.7e-05,0.02727,1.233,0.2585,0.829,0.5835,6.004,4.047,0.0,0.0,0.0,0.0,0.0,0.1815,0.2747,0.3213,0.3372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1355,0.2141,0.2747,0.3025,0.3372,0.3584,0.3584,0.2374,0.0,0.0,0.0,0.0712,0.1406,0.3584,0.3584,0.2397,0.3845,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.256,0.2896,0.3157,0.392,0.3372,0.392,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1583,0.1769,0.2141,0.256,0.3315,0.392,0.392,0.392,0.392,0.0,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1173,0.1871,0.2207,0.3372,0.3845,0.392,0.392,0.09216,0.2104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2583,0.3845,0.392,0.392,0.3567,0.3953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10474,0.1681,0.2472,0.3875,0.392,0.4014,0.3953,0.3953,0.3953,0.3953,0.3953,0.3953,0.2239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081,0.1663,0.2141,0.2896,0.392,0.3389,0.4026,0.4026,0.081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0712,0.256,0.3362,0.3687,0.392,0.3157,0.4026,0.4026,0.3074,0.4026,0.2374,0.0,0.0,0.0,0.0,-0.3325,1.0
-2.648,-0.0066,1.87e-05,0.03177,1.114,0.32,0.836,0.489,12.2,3.916,0.0,0.0,0.0,0.0,0.0,0.09216,0.2397,0.3157,0.3362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1815,0.2435,0.2732,0.347,0.3584,0.3315,0.2104,0.0,0.0,0.0,0.0,0.0,0.365,0.3733,0.2253,0.3855,0.3855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2207,0.2412,0.2793,0.3855,0.3372,0.3892,0.3892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0712,0.0712,0.2141,0.2449,0.3567,0.3892,0.3892,0.3892,0.0,0.3906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0712,0.1583,0.3362,0.3567,0.3906,0.3906,0.0,0.1415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2141,0.3752,0.3906,0.3906,0.3567,0.3953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081,0.2151,0.3892,0.3994,0.3953,0.3953,0.3953,0.3953,0.4026,0.4026,0.4026,0.1024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1173,0.1681,0.2374,0.4026,0.365,0.4026,0.4026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1932,0.3157,0.3687,0.3953,0.3157,0.4026,0.4026,0.2715,0.4026,0.2104,0.0,0.0,0.0,0.0,-0.303,1.0
-2.664,-0.0068,0.0001214,0.02011,1.16,0.3296,0.777,0.531,22.86,4.08,0.0,0.0,0.0,0.0,0.0712,0.1815,0.2732,0.3567,0.3584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1494,0.2207,0.2896,0.3362,0.3752,0.3752,0.3752,0.2104,0.0712,0.0,0.0,0.1471,0.1592,0.3752,0.3855,0.2328,0.3892,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0712,0.2896,0.3157,0.3362,0.392,0.3372,0.392,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1769,0.1871,0.2141,0.256,0.3315,0.3845,0.392,0.392,0.392,0.0,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1871,0.2151,0.256,0.3584,0.392,0.392,0.392,0.081,0.2104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.256,0.3845,0.392,0.392,0.3567,0.3953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1583,0.2141,0.2732,0.3892,0.3953,0.3953,0.3953,0.3953,0.3953,0.4026,0.4026,0.4026,0.2374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08936,0.1494,0.2141,0.2449,0.4014,0.3562,0.4026,0.4026,0.081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1494,0.2896,0.3562,0.3733,0.4026,0.3157,0.4026,0.4026,0.3157,0.4026,0.2374,0.0,0.0,0.0,0.0,-0.2847,1.0
-2.662,-0.006912,0.0001064,0.05795,1.133,0.3389,0.7695,0.582,22.08,3.713,0.0,0.0,0.0,0.0,0.0,0.1406,0.2527,0.3315,0.3567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1173,0.2141,0.2896,0.3157,0.3594,0.365,0.3752,0.2104,0.0,0.0,0.0,0.0666,0.1173,0.3752,0.3752,0.2328,0.387,0.3906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2412,0.3074,0.3362,0.3906,0.3372,0.3906,0.3906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666,0.07263,0.1681,0.2239,0.3157,0.3752,0.3906,0.3906,0.3953,0.0,0.3953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1583,0.2141,0.2239,0.3567,0.3953,0.3953,0.3953,0.081,0.10706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2239,0.3845,0.3953,0.3953,0.3584,0.3953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1285,0.1932,0.2412,0.392,0.3953,0.3953,0.3953,0.3953,0.4026,0.4026,0.412,0.3967,0.1024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666,0.1681,0.2239,0.3845,0.3604,0.412,0.412,0.081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666,0.2412,0.3362,0.3752,0.412,0.3157,0.412,0.412,0.2896,0.412,0.2374,0.0,0.0,0.0,0.0,-0.3225,1.0
